"","Country.","Sex","Field","Level.of.education","Year.","Value"
"16020","United States","Men","Humanities and arts","2-year college",2013,38.7
"16021","United States","Women","Humanities and arts","Bachelor's",2013,60.1
"16022","United States","Men","Humanities and arts","Bachelor's",2013,39.9
"16023","United States","Women","Humanities and arts","Master's",2013,52.4
"16024","United States","Men","Humanities and arts","Master's",2013,47.6
"16025","United States","Women","Humanities and arts","Doctoral",2013,48.4
"16026","United States","Men","Humanities and arts","Doctoral",2013,51.6
"16027","United States","Women","Humanities and arts","Total tertiary",2013,59.9
"16028","United States","Men","Humanities and arts","Total tertiary",2013,40.1
"16029","United States","Women","Social sciences, business and law","2-year college",2013,65.5
"16030","United States","Men","Social sciences, business and law","2-year college",2013,34.5
"16031","United States","Women","Social sciences, business and law","Bachelor's",2013,55.6
"16032","United States","Men","Social sciences, business and law","Bachelor's",2013,44.4
"16033","United States","Women","Social sciences, business and law","Master's",2013,51.9
"16034","United States","Men","Social sciences, business and law","Master's",2013,48.1
"16035","United States","Women","Social sciences, business and law","Doctoral",2013,57.5
"16036","United States","Men","Social sciences, business and law","Doctoral",2013,42.5
"16037","United States","Women","Social sciences, business and law","Total tertiary",2013,55.9
"16038","United States","Men","Social sciences, business and law","Total tertiary",2013,44.1
"16039","United States","Women","Science, mathematics and computing","2-year college",2013,27.8
"16040","United States","Men","Science, mathematics and computing","2-year college",2013,72.2
"16041","United States","Women","Science, mathematics and computing","Bachelor's",2013,43.9
"16042","United States","Men","Science, mathematics and computing","Bachelor's",2013,56.1
"16043","United States","Women","Science, mathematics and computing","Master's",2013,38.3
"16044","United States","Men","Science, mathematics and computing","Master's",2013,61.7
"16045","United States","Women","Science, mathematics and computing","Doctoral",2013,41.1
"16046","United States","Men","Science, mathematics and computing","Doctoral",2013,58.9
"16047","United States","Women","Science, mathematics and computing","Total tertiary",2013,40.3
"16048","United States","Men","Science, mathematics and computing","Total tertiary",2013,59.7
"16049","United States","Women","Engineering, manufacturing and construction","2-year college",2013,9.5
"16050","United States","Men","Engineering, manufacturing and construction","2-year college",2013,90.5
"16051","United States","Women","Engineering, manufacturing and construction","Bachelor's",2013,20
"16052","United States","Men","Engineering, manufacturing and construction","Bachelor's",2013,80
"16053","United States","Women","Engineering, manufacturing and construction","Master's",2013,27.3
"16054","United States","Men","Engineering, manufacturing and construction","Master's",2013,72.7
"16055","United States","Women","Engineering, manufacturing and construction","Doctoral",2013,23.3
"16056","United States","Men","Engineering, manufacturing and construction","Doctoral",2013,76.7
"16057","United States","Women","Engineering, manufacturing and construction","Total tertiary",2013,18.9
"16058","United States","Men","Engineering, manufacturing and construction","Total tertiary",2013,81.1
"16059","United States","Women","Agriculture and veterinary","2-year college",2013,37.8
"16060","United States","Men","Agriculture and veterinary","2-year college",2013,62.2
"16061","United States","Women","Agriculture and veterinary","Bachelor's",2013,49.8
"16062","United States","Men","Agriculture and veterinary","Bachelor's",2013,50.2
"16063","United States","Women","Agriculture and veterinary","Master's",2013,63.2
"16064","United States","Men","Agriculture and veterinary","Master's",2013,36.8
"16065","United States","Women","Agriculture and veterinary","Doctoral",2013,44.5
"16066","United States","Men","Agriculture and veterinary","Doctoral",2013,55.5
"16067","United States","Women","Agriculture and veterinary","Total tertiary",2013,49.8
"16068","United States","Men","Agriculture and veterinary","Total tertiary",2013,50.2
"16069","United States","Women","Health and Welfare","2-year college",2013,84.3
"16070","United States","Men","Health and Welfare","2-year college",2013,15.7
"16071","United States","Women","Health and Welfare","Bachelor's",2013,84.8
"16072","United States","Men","Health and Welfare","Bachelor's",2013,15.2
"16073","United States","Women","Health and Welfare","Master's",2013,73.8
"16074","United States","Men","Health and Welfare","Master's",2013,26.2
"16075","United States","Women","Health and Welfare","Doctoral",2013,71.7
"16076","United States","Men","Health and Welfare","Doctoral",2013,28.3
"16077","United States","Women","Health and Welfare","Total tertiary",2013,81.3
"16078","United States","Men","Health and Welfare","Total tertiary",2013,18.7
"16079","United States","Women","Services","2-year college",2013,52.9
"16080","United States","Men","Services","2-year college",2013,47.1
"16081","United States","Women","Services","Bachelor's",2013,53.8
"16082","United States","Men","Services","Bachelor's",2013,46.2
"16083","United States","Women","Services","Master's",2013,52.5
"16084","United States","Men","Services","Master's",2013,47.5
"16085","United States","Women","Services","Doctoral",2013,56.9
"16086","United States","Men","Services","Doctoral",2013,43.1
"16087","United States","Women","Services","Total tertiary",2013,53.4
"16088","United States","Men","Services","Total tertiary",2013,46.6
"16089","Argentina","Women","Education","2-year college",2013,83.2
"16090","Argentina","Men","Education","2-year college",2013,16.8
"16091","Argentina","Women","Education","Bachelor's",2013,80.8
"16092","Argentina","Men","Education","Bachelor's",2013,19.2
"16093","Argentina","Women","Education","Master's",2013,77.2
"16094","Argentina","Men","Education","Master's",2013,22.8
"16095","Argentina","Women","Education","Doctoral",2013,77.1
"16096","Argentina","Men","Education","Doctoral",2013,22.9
"16097","Argentina","Women","Education","Total tertiary",2013,82.4
"16098","Argentina","Men","Education","Total tertiary",2013,17.6
"16099","Argentina","Women","Humanities and arts","2-year college",2013,74.3
"16100","Argentina","Men","Humanities and arts","2-year college",2013,25.7
"16101","Argentina","Women","Humanities and arts","Bachelor's",2013,69.5
"16102","Argentina","Men","Humanities and arts","Bachelor's",2013,30.5
"16103","Argentina","Women","Humanities and arts","Master's",2013,68.3
"16104","Argentina","Men","Humanities and arts","Master's",2013,31.7
"16105","Argentina","Women","Humanities and arts","Doctoral",2013,64.7
"16106","Argentina","Men","Humanities and arts","Doctoral",2013,35.3
"16107","Argentina","Women","Humanities and arts","Total tertiary",2013,72.9
"16108","Argentina","Men","Humanities and arts","Total tertiary",2013,27.1
"16109","Argentina","Women","Social sciences, business and law","2-year college",2013,60.3
"16110","Argentina","Men","Social sciences, business and law","2-year college",2013,39.7
"16111","Argentina","Women","Social sciences, business and law","Bachelor's",2013,62.7
"16112","Argentina","Men","Social sciences, business and law","Bachelor's",2013,37.3
"16113","Argentina","Women","Social sciences, business and law","Master's",2013,51.5
"16114","Argentina","Men","Social sciences, business and law","Master's",2013,48.5
"16115","Argentina","Women","Social sciences, business and law","Doctoral",2013,47
"16116","Argentina","Men","Social sciences, business and law","Doctoral",2013,53
"16117","Argentina","Women","Social sciences, business and law","Total tertiary",2013,60.9
"16118","Argentina","Men","Social sciences, business and law","Total tertiary",2013,39.1
"16119","Argentina","Women","Science, mathematics and computing","2-year college",2013,48.5
"16120","Argentina","Men","Science, mathematics and computing","2-year college",2013,51.5
"16121","Argentina","Women","Science, mathematics and computing","Bachelor's",2013,49.3
"16122","Argentina","Men","Science, mathematics and computing","Bachelor's",2013,50.7
"16123","Argentina","Women","Science, mathematics and computing","Master's",2013,55
"16124","Argentina","Men","Science, mathematics and computing","Master's",2013,45
"16125","Argentina","Women","Science, mathematics and computing","Doctoral",2013,59.9
"16126","Argentina","Men","Science, mathematics and computing","Doctoral",2013,40.1
"16127","Argentina","Women","Science, mathematics and computing","Total tertiary",2013,49.5
"16128","Argentina","Men","Science, mathematics and computing","Total tertiary",2013,50.5
"16129","Argentina","Women","Engineering, manufacturing and construction","2-year college",2013,32.9
"16130","Argentina","Men","Engineering, manufacturing and construction","2-year college",2013,67.1
"16131","Argentina","Women","Engineering, manufacturing and construction","Bachelor's",2013,37
"16132","Argentina","Men","Engineering, manufacturing and construction","Bachelor's",2013,63
"16133","Argentina","Women","Engineering, manufacturing and construction","Master's",2013,30.8
"16134","Argentina","Men","Engineering, manufacturing and construction","Master's",2013,69.2
"16135","Argentina","Women","Engineering, manufacturing and construction","Doctoral",2013,44.2
"16136","Argentina","Men","Engineering, manufacturing and construction","Doctoral",2013,55.8
"16137","Argentina","Women","Engineering, manufacturing and construction","Total tertiary",2013,35.4
"16138","Argentina","Men","Engineering, manufacturing and construction","Total tertiary",2013,64.6
"16139","Argentina","Women","Agriculture and veterinary","2-year college",2013,51.8
"16140","Argentina","Men","Agriculture and veterinary","2-year college",2013,48.2
"16141","Argentina","Women","Agriculture and veterinary","Bachelor's",2013,41.5
"16142","Argentina","Men","Agriculture and veterinary","Bachelor's",2013,58.5
"16143","Argentina","Women","Agriculture and veterinary","Master's",2013,47.1
"16144","Argentina","Men","Agriculture and veterinary","Master's",2013,52.9
"16145","Argentina","Women","Agriculture and veterinary","Doctoral",2013,66.7
"16146","Argentina","Men","Agriculture and veterinary","Doctoral",2013,33.3
"16147","Argentina","Women","Agriculture and veterinary","Total tertiary",2013,45.5
"16148","Argentina","Men","Agriculture and veterinary","Total tertiary",2013,54.5
"16149","Argentina","Women","Health and Welfare","2-year college",2013,79.9
"16150","Argentina","Men","Health and Welfare","2-year college",2013,20.1
"16151","Argentina","Women","Health and Welfare","Bachelor's",2013,75.4
"16152","Argentina","Men","Health and Welfare","Bachelor's",2013,24.6
"16153","Argentina","Women","Health and Welfare","Master's",2013,61.2
"16154","Argentina","Men","Health and Welfare","Master's",2013,38.8
"16155","Argentina","Women","Health and Welfare","Doctoral",2013,56
"16156","Argentina","Men","Health and Welfare","Doctoral",2013,44
"16157","Argentina","Women","Health and Welfare","Total tertiary",2013,76.5
"16158","Argentina","Men","Health and Welfare","Total tertiary",2013,23.5
"16159","Argentina","Women","Services","2-year college",2013,59.1
"16160","Argentina","Men","Services","2-year college",2013,40.9
"16161","Argentina","Women","Services","Bachelor's",2013,45.9
"16162","Argentina","Men","Services","Bachelor's",2013,54.1
"16163","Argentina","Women","Services","Master's",2013,39
"16164","Argentina","Men","Services","Master's",2013,61
"16165","Argentina","Women","Services","Total tertiary",2013,54.9
"16166","Argentina","Men","Services","Total tertiary",2013,45.1
"16167","Brazil","Women","Education","Bachelor's",2013,76.3
"16168","Brazil","Men","Education","Bachelor's",2013,23.7
"16169","Brazil","Women","Education","Master's",2013,NA
"16170","Brazil","Men","Education","Master's",2013,NA
"16171","Brazil","Women","Education","Doctoral",2013,NA
"16172","Brazil","Men","Education","Doctoral",2013,NA
"16173","Brazil","Women","Education","Total tertiary",2013,NA
"16174","Brazil","Men","Education","Total tertiary",2013,NA
"16175","Brazil","Women","Humanities and arts","2-year college",2013,58.8
"16176","Brazil","Men","Humanities and arts","2-year college",2013,41.2
"16177","Brazil","Women","Humanities and arts","Bachelor's",2013,57.5
"16178","Brazil","Men","Humanities and arts","Bachelor's",2013,42.5
"16179","Brazil","Women","Humanities and arts","Master's",2013,NA
"16180","Brazil","Men","Humanities and arts","Master's",2013,NA
"16181","Brazil","Women","Humanities and arts","Doctoral",2013,NA
"16182","Brazil","Men","Humanities and arts","Doctoral",2013,NA
"16183","Brazil","Women","Humanities and arts","Total tertiary",2013,NA
"16184","Brazil","Men","Humanities and arts","Total tertiary",2013,NA
"16185","Brazil","Women","Social sciences, business and law","2-year college",2013,72.4
"16186","Brazil","Men","Social sciences, business and law","2-year college",2013,27.6
"16187","Brazil","Women","Social sciences, business and law","Bachelor's",2013,58.3
"16188","Brazil","Men","Social sciences, business and law","Bachelor's",2013,41.7
"16189","Brazil","Women","Social sciences, business and law","Master's",2013,NA
"16190","Brazil","Men","Social sciences, business and law","Master's",2013,NA
"16191","Brazil","Women","Social sciences, business and law","Doctoral",2013,NA
"16192","Brazil","Men","Social sciences, business and law","Doctoral",2013,NA
"16193","Brazil","Women","Social sciences, business and law","Total tertiary",2013,NA
"16194","Brazil","Men","Social sciences, business and law","Total tertiary",2013,NA
"16195","Brazil","Women","Science, mathematics and computing","2-year college",2013,7.6
"16196","Brazil","Men","Science, mathematics and computing","2-year college",2013,92.4
"16197","Brazil","Women","Science, mathematics and computing","Bachelor's",2013,32.5
"16198","Brazil","Men","Science, mathematics and computing","Bachelor's",2013,67.5
"16199","Brazil","Women","Science, mathematics and computing","Master's",2013,NA
"16200","Brazil","Men","Science, mathematics and computing","Master's",2013,NA
"16201","Brazil","Women","Science, mathematics and computing","Doctoral",2013,NA
"16202","Brazil","Men","Science, mathematics and computing","Doctoral",2013,NA
"16203","Brazil","Women","Science, mathematics and computing","Total tertiary",2013,NA
"16204","Brazil","Men","Science, mathematics and computing","Total tertiary",2013,NA
"16205","Brazil","Women","Engineering, manufacturing and construction","2-year college",2013,21.4
"16206","Brazil","Men","Engineering, manufacturing and construction","2-year college",2013,78.6
"16207","Brazil","Women","Engineering, manufacturing and construction","Bachelor's",2013,30.2
"16208","Brazil","Men","Engineering, manufacturing and construction","Bachelor's",2013,69.8
"16209","Brazil","Women","Engineering, manufacturing and construction","Master's",2013,NA
"16210","Brazil","Men","Engineering, manufacturing and construction","Master's",2013,NA
"16211","Brazil","Women","Engineering, manufacturing and construction","Doctoral",2013,NA
"16212","Brazil","Men","Engineering, manufacturing and construction","Doctoral",2013,NA
"16213","Brazil","Women","Engineering, manufacturing and construction","Total tertiary",2013,NA
"16214","Brazil","Men","Engineering, manufacturing and construction","Total tertiary",2013,NA
"16215","Brazil","Women","Agriculture and veterinary","Bachelor's",2013,43.9
"16216","Brazil","Men","Agriculture and veterinary","Bachelor's",2013,56.1
"16217","Brazil","Women","Agriculture and veterinary","Master's",2013,NA
"16218","Brazil","Men","Agriculture and veterinary","Master's",2013,NA
"16219","Brazil","Women","Agriculture and veterinary","Doctoral",2013,NA
"16220","Brazil","Men","Agriculture and veterinary","Doctoral",2013,NA
"16221","Brazil","Women","Agriculture and veterinary","Total tertiary",2013,NA
"16222","Brazil","Men","Agriculture and veterinary","Total tertiary",2013,NA
"16223","Brazil","Women","Health and Welfare","2-year college",2013,50
"16224","Brazil","Men","Health and Welfare","2-year college",2013,50
"16225","Brazil","Women","Health and Welfare","Bachelor's",2013,76.8
"16226","Brazil","Men","Health and Welfare","Bachelor's",2013,23.2
"16227","Brazil","Women","Health and Welfare","Master's",2013,NA
"16228","Brazil","Men","Health and Welfare","Master's",2013,NA
"16229","Brazil","Women","Health and Welfare","Doctoral",2013,NA
"16230","Brazil","Men","Health and Welfare","Doctoral",2013,NA
"16231","Brazil","Women","Health and Welfare","Total tertiary",2013,NA
"16232","Brazil","Men","Health and Welfare","Total tertiary",2013,NA
"16233","Brazil","Women","Services","2-year college",2013,75.7
"16234","Brazil","Men","Services","2-year college",2013,24.3
"16235","Brazil","Women","Services","Bachelor's",2013,60.7
"16236","Brazil","Men","Services","Bachelor's",2013,39.3
"16237","Brazil","Women","Services","Master's",2013,NA
"16238","Brazil","Men","Services","Master's",2013,NA
"16239","Brazil","Women","Services","Doctoral",2013,NA
"16240","Brazil","Men","Services","Doctoral",2013,NA
"16241","Brazil","Women","Services","Total tertiary",2013,NA
"16242","Brazil","Men","Services","Total tertiary",2013,NA
"16243","Chile","Women","Education","2-year college",2013,98.8
"16244","Chile","Men","Education","2-year college",2013,1.2
"16245","Chile","Women","Education","Bachelor's",2013,72.1
"16246","Chile","Men","Education","Bachelor's",2013,27.9
"16247","Chile","Women","Education","Master's",2013,70.3
"16248","Chile","Men","Education","Master's",2013,29.7
"16249","Chile","Women","Education","Doctoral",2013,66.7
"16250","Chile","Men","Education","Doctoral",2013,33.3
"16251","Chile","Women","Education","Total tertiary",2013,76.1
"16252","Chile","Men","Education","Total tertiary",2013,23.9
"16253","Chile","Women","Humanities and arts","2-year college",2013,50.7
"16254","Chile","Men","Humanities and arts","2-year college",2013,49.3
"16255","Chile","Women","Humanities and arts","Bachelor's",2013,60
"16256","Chile","Men","Humanities and arts","Bachelor's",2013,40
"16257","Chile","Women","Humanities and arts","Master's",2013,61.6
"16258","Chile","Men","Humanities and arts","Master's",2013,38.4
"16259","Chile","Women","Humanities and arts","Doctoral",2013,46
"16260","Chile","Men","Humanities and arts","Doctoral",2013,54
"16261","Chile","Women","Humanities and arts","Total tertiary",2013,58.4
"16262","Chile","Men","Humanities and arts","Total tertiary",2013,41.6
"16263","Chile","Women","Social sciences, business and law","2-year college",2013,66.7
"16264","Chile","Men","Social sciences, business and law","2-year college",2013,33.3
"16265","Chile","Women","Social sciences, business and law","Bachelor's",2013,57.6
"16266","Chile","Men","Social sciences, business and law","Bachelor's",2013,42.4
"16267","Chile","Women","Social sciences, business and law","Master's",2013,47.8
"16268","Chile","Men","Social sciences, business and law","Master's",2013,52.2
"16269","Chile","Women","Social sciences, business and law","Doctoral",2013,51
"16270","Chile","Men","Social sciences, business and law","Doctoral",2013,49
"16271","Chile","Women","Social sciences, business and law","Total tertiary",2013,58
"16272","Chile","Men","Social sciences, business and law","Total tertiary",2013,42
"16273","Chile","Women","Science, mathematics and computing","2-year college",2013,17.2
"16274","Chile","Men","Science, mathematics and computing","2-year college",2013,82.8
"16275","Chile","Women","Science, mathematics and computing","Bachelor's",2013,21.9
"16276","Chile","Men","Science, mathematics and computing","Bachelor's",2013,78.1
"16277","Chile","Women","Science, mathematics and computing","Master's",2013,41.2
"16278","Chile","Men","Science, mathematics and computing","Master's",2013,58.8
"16279","Chile","Women","Science, mathematics and computing","Doctoral",2013,46.7
"16280","Chile","Men","Science, mathematics and computing","Doctoral",2013,53.3
"16281","Chile","Women","Science, mathematics and computing","Total tertiary",2013,22.9
"16282","Chile","Men","Science, mathematics and computing","Total tertiary",2013,77.1
"16283","Chile","Women","Engineering, manufacturing and construction","2-year college",2013,10
"16284","Chile","Men","Engineering, manufacturing and construction","2-year college",2013,90
"16285","Chile","Women","Engineering, manufacturing and construction","Bachelor's",2013,21.3
"16286","Chile","Men","Engineering, manufacturing and construction","Bachelor's",2013,78.7
"16287","Chile","Women","Engineering, manufacturing and construction","Master's",2013,22
"16288","Chile","Men","Engineering, manufacturing and construction","Master's",2013,78
"16289","Chile","Women","Engineering, manufacturing and construction","Doctoral",2013,29.9
"16290","Chile","Men","Engineering, manufacturing and construction","Doctoral",2013,70.1
"16291","Chile","Women","Engineering, manufacturing and construction","Total tertiary",2013,17.6
"16292","Chile","Men","Engineering, manufacturing and construction","Total tertiary",2013,82.4
"16293","Chile","Women","Agriculture and veterinary","2-year college",2013,42.9
"16294","Chile","Men","Agriculture and veterinary","2-year college",2013,57.1
"16295","Chile","Women","Agriculture and veterinary","Bachelor's",2013,47.8
"16296","Chile","Men","Agriculture and veterinary","Bachelor's",2013,52.2
"16297","Chile","Women","Agriculture and veterinary","Master's",2013,43.9
"16298","Chile","Men","Agriculture and veterinary","Master's",2013,56.1
"16299","Chile","Women","Agriculture and veterinary","Doctoral",2013,52
"16300","Chile","Men","Agriculture and veterinary","Doctoral",2013,48
"16301","Chile","Women","Agriculture and veterinary","Total tertiary",2013,46.5
"16302","Chile","Men","Agriculture and veterinary","Total tertiary",2013,53.5
"16303","Chile","Women","Health and Welfare","2-year college",2013,84.8
"16304","Chile","Men","Health and Welfare","2-year college",2013,15.2
"16305","Chile","Women","Health and Welfare","Bachelor's",2013,77.8
"16306","Chile","Men","Health and Welfare","Bachelor's",2013,22.2
"16307","Chile","Women","Health and Welfare","Master's",2013,57.7
"16308","Chile","Men","Health and Welfare","Master's",2013,42.3
"16309","Chile","Women","Health and Welfare","Doctoral",2013,55.8
"16310","Chile","Men","Health and Welfare","Doctoral",2013,44.2
"16311","Chile","Women","Health and Welfare","Total tertiary",2013,77.8
"16312","Chile","Men","Health and Welfare","Total tertiary",2013,22.2
"16313","Chile","Women","Services","2-year college",2013,48.5
"16314","Chile","Men","Services","2-year college",2013,51.5
"16315","Chile","Women","Services","Bachelor's",2013,44.7
"16316","Chile","Men","Services","Bachelor's",2013,55.3
"16317","Chile","Women","Services","Master's",2013,42.9
"16318","Chile","Men","Services","Master's",2013,57.1
"16319","Chile","Women","Services","Doctoral",2013,53.8
"16320","Chile","Men","Services","Doctoral",2013,46.2
"16321","Chile","Women","Services","Total tertiary",2013,47
"16322","Chile","Men","Services","Total tertiary",2013,53
"16323","China (People's Republic of)","Women","Education","2-year college",2013,NA
"16324","China (People's Republic of)","Men","Education","2-year college",2013,NA
"16325","China (People's Republic of)","Women","Education","Bachelor's",2013,NA
"16326","China (People's Republic of)","Men","Education","Bachelor's",2013,NA
"16327","China (People's Republic of)","Women","Education","Master's",2013,NA
"16328","China (People's Republic of)","Men","Education","Master's",2013,NA
"16329","China (People's Republic of)","Women","Education","Doctoral",2013,NA
"16330","China (People's Republic of)","Men","Education","Doctoral",2013,NA
"16331","China (People's Republic of)","Women","Education","Total tertiary",2013,NA
"16332","China (People's Republic of)","Men","Education","Total tertiary",2013,NA
"16333","China (People's Republic of)","Women","Humanities and arts","2-year college",2013,NA
"16334","China (People's Republic of)","Men","Humanities and arts","2-year college",2013,NA
"16335","China (People's Republic of)","Women","Humanities and arts","Bachelor's",2013,NA
"16336","China (People's Republic of)","Men","Humanities and arts","Bachelor's",2013,NA
"16337","China (People's Republic of)","Women","Humanities and arts","Master's",2013,NA
"16338","China (People's Republic of)","Men","Humanities and arts","Master's",2013,NA
"16339","China (People's Republic of)","Women","Humanities and arts","Doctoral",2013,NA
"16340","China (People's Republic of)","Men","Humanities and arts","Doctoral",2013,NA
"16341","China (People's Republic of)","Women","Humanities and arts","Total tertiary",2013,NA
"16342","China (People's Republic of)","Men","Humanities and arts","Total tertiary",2013,NA
"16343","China (People's Republic of)","Women","Social sciences, business and law","2-year college",2013,NA
"16344","China (People's Republic of)","Men","Social sciences, business and law","2-year college",2013,NA
"16345","China (People's Republic of)","Women","Social sciences, business and law","Bachelor's",2013,NA
"16346","China (People's Republic of)","Men","Social sciences, business and law","Bachelor's",2013,NA
"16347","China (People's Republic of)","Women","Social sciences, business and law","Master's",2013,NA
"16348","China (People's Republic of)","Men","Social sciences, business and law","Master's",2013,NA
"16349","China (People's Republic of)","Women","Social sciences, business and law","Doctoral",2013,NA
"16350","China (People's Republic of)","Men","Social sciences, business and law","Doctoral",2013,NA
"16351","China (People's Republic of)","Women","Social sciences, business and law","Total tertiary",2013,NA
"16352","China (People's Republic of)","Men","Social sciences, business and law","Total tertiary",2013,NA
"16353","China (People's Republic of)","Women","Science, mathematics and computing","2-year college",2013,NA
"16354","China (People's Republic of)","Men","Science, mathematics and computing","2-year college",2013,NA
"16355","China (People's Republic of)","Women","Science, mathematics and computing","Bachelor's",2013,NA
"16356","China (People's Republic of)","Men","Science, mathematics and computing","Bachelor's",2013,NA
"16357","China (People's Republic of)","Women","Science, mathematics and computing","Master's",2013,NA
"16358","China (People's Republic of)","Men","Science, mathematics and computing","Master's",2013,NA
"16359","China (People's Republic of)","Women","Science, mathematics and computing","Doctoral",2013,NA
"16360","China (People's Republic of)","Men","Science, mathematics and computing","Doctoral",2013,NA
"16361","China (People's Republic of)","Women","Science, mathematics and computing","Total tertiary",2013,NA
"16362","China (People's Republic of)","Men","Science, mathematics and computing","Total tertiary",2013,NA
"16363","China (People's Republic of)","Women","Engineering, manufacturing and construction","2-year college",2013,NA
"16364","China (People's Republic of)","Men","Engineering, manufacturing and construction","2-year college",2013,NA
"16365","China (People's Republic of)","Women","Engineering, manufacturing and construction","Bachelor's",2013,NA
"16366","China (People's Republic of)","Men","Engineering, manufacturing and construction","Bachelor's",2013,NA
"16367","China (People's Republic of)","Women","Engineering, manufacturing and construction","Master's",2013,NA
"16368","China (People's Republic of)","Men","Engineering, manufacturing and construction","Master's",2013,NA
"16369","China (People's Republic of)","Women","Engineering, manufacturing and construction","Doctoral",2013,NA
"16370","China (People's Republic of)","Men","Engineering, manufacturing and construction","Doctoral",2013,NA
"16371","China (People's Republic of)","Women","Engineering, manufacturing and construction","Total tertiary",2013,NA
"16372","China (People's Republic of)","Men","Engineering, manufacturing and construction","Total tertiary",2013,NA
"16373","China (People's Republic of)","Women","Agriculture and veterinary","2-year college",2013,NA
"16374","China (People's Republic of)","Men","Agriculture and veterinary","2-year college",2013,NA
"16375","China (People's Republic of)","Women","Agriculture and veterinary","Bachelor's",2013,NA
"16376","China (People's Republic of)","Men","Agriculture and veterinary","Bachelor's",2013,NA
"16377","China (People's Republic of)","Women","Agriculture and veterinary","Master's",2013,NA
"16378","China (People's Republic of)","Men","Agriculture and veterinary","Master's",2013,NA
"16379","China (People's Republic of)","Women","Agriculture and veterinary","Doctoral",2013,NA
"16380","China (People's Republic of)","Men","Agriculture and veterinary","Doctoral",2013,NA
"16381","China (People's Republic of)","Women","Agriculture and veterinary","Total tertiary",2013,NA
"16382","China (People's Republic of)","Men","Agriculture and veterinary","Total tertiary",2013,NA
"16383","China (People's Republic of)","Women","Health and Welfare","2-year college",2013,NA
"16384","China (People's Republic of)","Men","Health and Welfare","2-year college",2013,NA
"16385","China (People's Republic of)","Women","Health and Welfare","Bachelor's",2013,NA
"16386","China (People's Republic of)","Men","Health and Welfare","Bachelor's",2013,NA
"16387","China (People's Republic of)","Women","Health and Welfare","Master's",2013,NA
"16388","China (People's Republic of)","Men","Health and Welfare","Master's",2013,NA
"16389","China (People's Republic of)","Women","Health and Welfare","Doctoral",2013,NA
"16390","China (People's Republic of)","Men","Health and Welfare","Doctoral",2013,NA
"16391","China (People's Republic of)","Women","Health and Welfare","Total tertiary",2013,NA
"16392","China (People's Republic of)","Men","Health and Welfare","Total tertiary",2013,NA
"16393","China (People's Republic of)","Women","Services","2-year college",2013,NA
"16394","China (People's Republic of)","Men","Services","2-year college",2013,NA
"16395","China (People's Republic of)","Women","Services","Bachelor's",2013,NA
"16396","China (People's Republic of)","Men","Services","Bachelor's",2013,NA
"16397","China (People's Republic of)","Women","Services","Master's",2013,NA
"16398","China (People's Republic of)","Men","Services","Master's",2013,NA
"16399","China (People's Republic of)","Women","Services","Doctoral",2013,NA
"16400","China (People's Republic of)","Men","Services","Doctoral",2013,NA
"16401","China (People's Republic of)","Women","Services","Total tertiary",2013,NA
"16402","China (People's Republic of)","Men","Services","Total tertiary",2013,NA
"16403","Colombia","Women","Education","2-year college",2013,85.7
"16404","Colombia","Men","Education","2-year college",2013,14.3
"16405","Colombia","Women","Education","Bachelor's",2013,68
"16406","Colombia","Men","Education","Bachelor's",2013,32
"16407","Colombia","Women","Education","Master's",2013,65.9
"16408","Colombia","Men","Education","Master's",2013,34.1
"16409","Colombia","Women","Education","Doctoral",2013,68.6
"16410","Colombia","Men","Education","Doctoral",2013,31.4
"16411","Colombia","Women","Education","Total tertiary",2013,67.3
"16412","Colombia","Men","Education","Total tertiary",2013,32.7
"16413","Colombia","Women","Humanities and arts","2-year college",2013,49.3
"16414","Colombia","Men","Humanities and arts","2-year college",2013,50.7
"16415","Colombia","Women","Humanities and arts","Bachelor's",2013,52.3
"16416","Colombia","Men","Humanities and arts","Bachelor's",2013,47.7
"16417","Colombia","Women","Humanities and arts","Master's",2013,44.5
"16418","Colombia","Men","Humanities and arts","Master's",2013,55.5
"16419","Colombia","Women","Humanities and arts","Doctoral",2013,39.5
"16420","Colombia","Men","Humanities and arts","Doctoral",2013,60.5
"16421","Colombia","Women","Humanities and arts","Total tertiary",2013,50.4
"16422","Colombia","Men","Humanities and arts","Total tertiary",2013,49.6
"16423","Colombia","Women","Social sciences, business and law","2-year college",2013,65.2
"16424","Colombia","Men","Social sciences, business and law","2-year college",2013,34.8
"16425","Colombia","Women","Social sciences, business and law","Bachelor's",2013,62.8
"16426","Colombia","Men","Social sciences, business and law","Bachelor's",2013,37.2
"16427","Colombia","Women","Social sciences, business and law","Master's",2013,58.5
"16428","Colombia","Men","Social sciences, business and law","Master's",2013,41.5
"16429","Colombia","Women","Social sciences, business and law","Doctoral",2013,36.4
"16430","Colombia","Men","Social sciences, business and law","Doctoral",2013,63.6
"16431","Colombia","Women","Social sciences, business and law","Total tertiary",2013,62.5
"16432","Colombia","Men","Social sciences, business and law","Total tertiary",2013,37.5
"16433","Colombia","Women","Science, mathematics and computing","2-year college",2013,33.2
"16434","Colombia","Men","Science, mathematics and computing","2-year college",2013,66.8
"16435","Colombia","Women","Science, mathematics and computing","Bachelor's",2013,61.6
"16436","Colombia","Men","Science, mathematics and computing","Bachelor's",2013,38.4
"16437","Colombia","Women","Science, mathematics and computing","Master's",2013,45.1
